id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
48360,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012,Casual,French Connection Men Navy Blue & White Check Shirt
48536,Men,Accessories,Headwear,Caps,Grey,Summer,2012,Casual,Wrangler Men Grey Check Cap
49877,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual,Q&Q Women Black Dial Watch S073-801Y
50166,Women,Footwear,Shoes,Heels,Blue,Winter,2012,Casual,Rocia Women Blue Wedges
27206,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2012,Casual,Doodle Kids Boy Light Blue Shorts
50354,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012,Ethnic,Aurelia Women Purple Kurta
58139,Women,Accessories,Jewellery,Ring,Silver,Fall,2012,Casual,Rreverie Silver Ring
57171,Women,Apparel,Topwear,Tops,Grey,Summer,2012,Casual,Elle Women Grey Top
58905,Men,Accessories,Ties,Ties,Maroon,Summer,2012,Casual,Hakashi Men Maroon Silk Tie
52067,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012,Casual,Myntra Men Grey Printed T-shirt
52093,Women,Apparel,Topwear,Tops,White,Summer,2012,Casual,Myntra Women White Top
53141,Women,Footwear,Shoes,Heels,Blue,Winter,2015,Casual,Catwalk Women Blue Sandals
48509,Women,Apparel,Topwear,Tops,Pink,Summer,2012,Casual,French Connection Women Mauve & Cream Striped Top
5487,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,Mr.Men Men's Busy Doing Nothing Charcoal T-shirt
49883,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Q&Q Women White Dial Analog Watch
42665,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012,Ethnic,Alma Women Beige Kurta
57185,Women,Apparel,Topwear,Tunics,Green,Summer,2012,Casual,Elle Women Green Tunic
57178,Women,Apparel,Topwear,Tunics,Blue,Summer,2012,Casual,Elle Women Blue Tunic
43920,Women,Apparel,Dress,Dresses,Cream,Summer,2012,Casual,Femella Women Cream Printed Dress
52852,Women,Accessories,Jewellery,Earrings,White,Fall,2012,Casual,Adrika White Earrings
48500,Women,Apparel,Bottomwear,Jeans,Blue,Winter,2011,Casual,French Connection Women Blue Jeans
34288,Women,Apparel,Topwear,Dupatta,Off White,Summer,2012,Ethnic,Fabindia Women Off White Chanderi Dupatta
53148,Women,Footwear,Shoes,Heels,Grey,Winter,2015,Ethnic,Catwalk Women Grey Wedges
48164,Women,Accessories,Wallets,Wallets,Pink,Winter,2016,Casual,Fossil Women Pink Wallet
52051,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Casual,Myntra Men Navy Blue T-shirt
39138,Women,Apparel,Apparel Set,Kurta Sets,Pink,Summer,2012,Ethnic,Aneri Women Pink & White Salwar Suit
57147,Women,Apparel,Topwear,Tops,White,Summer,2012,Casual,Elle Women White Tube Top
56253,Men,Apparel,Loungewear and Nightwear,Night suits,Red,Summer,2016,Casual,SDL by Sweet Dreams Men Red & Blue Pyjama Set
48369,Men,Apparel,Topwear,Shirts,Black,Summer,2012,Casual,French Connection Men Blue & Black Check Shirt
50396,Women,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Miss Sixty Silver Dial Watch
56405,Women,Footwear,Shoes,Flats,Black,Winter,2012,Casual,Rocia Women Black Sandals
59647,Women,Apparel,Saree,Sarees,Yellow,Fall,2012,Ethnic,FNF Yellow Evening Wear Sari
48507,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual,French Connection Women Black Top
52855,Women,Accessories,Jewellery,Earrings,Green,Summer,2012,Casual,Adrika Green Earrings
5825,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Sports,Puma Men's Heroes Graphic Blue T-shirt
8706,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual,Fastrack Men Bikers Brown Sunglasses
54990,Women,Apparel,Dress,Dresses,Purple,Summer,2012,Casual,Femella Women Black & Purple Dress
49879,Women,Accessories,Watches,Watches,Gold,Winter,2016,Casual,Q&Q Women Ladies ANALOG Gold Watches
27208,Men,Apparel,Bottomwear,Shorts,Beige,Summer,2012,Casual,Doodle Kids Boy  Beige Shorts
56891,Women,Footwear,Shoes,Heels,Red,Winter,2012,Casual,HM Women Red Flats
58137,Women,Accessories,Jewellery,Earrings,Gold,Fall,2012,Casual,Rreverie Gold Plated Earrings
38825,Women,Apparel,Topwear,Tops,Magenta,Summer,2012,Casual,Latin Quarters Women Magenta & Brown Check Top
57988,Women,Apparel,Dress,Dresses,Orange,Fall,2012,Casual,Latin Quarters Women Orange Dress
38019,Women,Accessories,Watches,Watches,Orange,Winter,2016,Casual,Q&Q Women Orange Watch
43786,Women,Accessories,Jewellery,Earrings,Black,Fall,2012,Casual,Royal Diadem Black Earrings
56254,Men,Apparel,Loungewear and Nightwear,Night suits,Green,Summer,2016,Casual,SDL by Sweet Dreams Men Green & White Pyjama Set
57140,Women,Apparel,Bottomwear,Trousers,Brown,Summer,2012,Casual,Elle Women Brown Trousers
43772,Women,Accessories,Jewellery,Earrings,Blue,Winter,2012,Casual,Royal Diadem Blue Earrings
49248,Men,Accessories,Headwear,Caps,Black,Fall,2012,Casual,Arrow Men Black Cap
50157,Women,Footwear,Shoes,Heels,Silver,Winter,2012,Casual,Rocia Women Silver Toned Heels
43918,Women,Apparel,Bottomwear,Trousers,Yellow,Summer,2012,Casual,Femella Women Yellow Trousers
25938,Women,Accessories,Scarves,Scarves,Green,Summer,2012,Casual,Femella Women Green Scarf
53918,Women,Accessories,Bags,Handbags,Grey,Summer,2012,Casual,Kiara Women Grey Handbag
54133,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Rocia Women Black Heels
54557,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012,Ethnic,Global Desi Women Purple & White Kurta
6869,Women,Apparel,Topwear,Tops,Blue,Summer,2011,Casual,Forever New Women V Neck Printed Blue Top
4702,Unisex,Accessories,Watches,Watches,Black,Winter,2016,Sports,ADIDAS Unisex Toronto 3-Hand Black Watch
55643,Women,Footwear,Shoes,Heels,Beige,Winter,2015,Casual,Catwalk Women Beige Heels
57114,Women,Apparel,Topwear,Tops,Lavender,Summer,2012,Casual,Elle Women  Lavender Top
55829,Women,Apparel,Loungewear and Nightwear,Nightdress,Yellow,Summer,2017,Casual,SDL by Sweet Dreams Women Yellow Nightdress
59879,Women,Apparel,Bottomwear,Stockings,Black,Fall,2012,Casual,Femella Women Black Stockings
54568,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,Sushilas Women Printed Green Kurta
9210,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports,Puma Men Calibre Tricks Convert Spike White Shoes
59277,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Titan Women White Watch
44990,Women,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Maxima Women Silver Dial Watch
48761,Women,Accessories,Jewellery,Jewellery Set,White,Summer,2012,Casual,Miki Pearl Women Ivory Jewellery Set
49475,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012,Casual,Vans Men Brown Zapato Del Barco Shoes
25953,Women,Accessories,Scarves,Scarves,Red,Summer,2012,Casual,Femella Women Printed Red Scarf
49647,Women,Apparel,Dress,Dresses,Blue,Summer,2012,Casual,Mineral Blue & Green Printed Dress
5075,Women,Accessories,Watches,Watches,Red,Winter,2016,Casual,Being Human Women Silicon Strap Red Watch
52839,Women,Accessories,Jewellery,Earrings,Pink,Summer,2012,Casual,Adrika Pink Earrings
50336,Women,Apparel,Topwear,Kurtis,Cream,Summer,2012,Ethnic,Aurelia Women Cream Printed Kurti
43721,Women,Accessories,Jewellery,Bangle,Gold,Summer,2012,Casual,Royal Diadem Set of 2 Golden Bangles
55644,Women,Footwear,Shoes,Heels,Black,Winter,2015,Casual,Catwalk Women Black Heels
4705,Unisex,Accessories,Watches,Watches,Black,Winter,2016,Sports,ADIDAS Unisex Seoul Black Watch
47147,Women,Accessories,Bags,Handbags,Orange,Summer,2015,Casual,Be For Bag Women Combo pack Tote Bags
54550,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012,Ethnic,Global Desi Women Multi Coloured Kurta
54134,Women,Footwear,Shoes,Heels,Brown,Winter,2012,Casual,Rocia Women Brown Heels
48759,Women,Accessories,Jewellery,Jewellery Set,White,Summer,2012,Casual,Miki Pearl Women Ivory Jewellery Set
25954,Women,Accessories,Scarves,Scarves,Black,Summer,2012,Casual,Femella Women Black Scarf
49640,Women,Apparel,Topwear,Tops,Turquoise Blue,Summer,2012,Casual,Mineral Women Turquoise Blue Top
55811,Women,Apparel,Loungewear and Nightwear,Night suits,Pink,Summer,2017,Casual,SDL by Sweet Dreams Women Pink Night Suit S11-3194
48766,Women,Accessories,Jewellery,Jewellery Set,White,Summer,2012,Casual,Miki Pearl Women Ivory Jewellery Set
49486,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2012,Casual,Vans Men Blue Casual Shoes
9217,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011,Casual,Puma Men D Force Mid SF White Casual Shoes
59270,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual,Titan Women Black Dial Watch NB9855NM01
59042,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,Carlton London Women Black Heels
58190,Women,Accessories,Bags,Handbags,Red,Summer,2012,Casual,Rocky S Women Red Handbag
57125,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual,Elle Women Black Top
59883,Women,Apparel,Topwear,Tops,Brown,Fall,2012,Casual,Femella Women Brown Tube Top
50556,Men,Apparel,Innerwear,Innerwear Vests,Black,Winter,2016,Casual,Chromozome Men Black Innerwear T-shirt
55818,Women,Apparel,Loungewear and Nightwear,Night suits,White,Summer,2017,Casual,SDL by Sweet Dreams Women White Printed Night Suit S11-3229
58509,Women,Apparel,Dress,Dresses,Off White,Fall,2012,Casual,Tonga Off-White & Black Animal Print Dress
59877,Women,Apparel,Bottomwear,Stockings,Black,Fall,2012,Casual,Femella Women Black Stockings
54566,Women,Apparel,Topwear,Kurtas,Khaki,Summer,2012,Ethnic,Sushilas Women Printed Khaki Kurta
59279,Women,Accessories,Watches,Watches,Blue,Winter,2016,Casual,Titan Women Blue Watch
52691,Women,Accessories,Watches,Watches,Brown,Winter,2016,Casual,Just Cavalli Women Brown Watch
4992,Women,Apparel,Dress,Dresses,Yellow,Summer,2011,Casual,Gini and Jony Girl's Sara White Yellow Polka Dot Kidswear
43942,Women,Footwear,Shoes,Heels,Cream,Winter,2012,Casual,Catwalk Women Cream Heels
55827,Women,Apparel,Loungewear and Nightwear,Nightdress,White,Summer,2017,Casual,SDL by Sweet Dreams Women White Printed Nightdress
6893,Women,Apparel,Dress,Dresses,Black,Summer,2011,Casual,Forever New Women Straps Black Dress
59246,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,Titan Men White Watch
45619,Men,Footwear,Shoes,Casual Shoes,Red,Summer,2013,Casual,Arrow Men Red Shoes
48106,Women,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,French Connection Women White T-shirt
54559,Women,Apparel,Topwear,Tunics,Red,Summer,2012,Casual,Global Desi Women Red Tunic
6867,Women,Apparel,Topwear,Shirts,Grey,Summer,2011,Casual,Forever New Women Light Brown & Grey Striped Shirt
9013,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011,Casual,Decathlon Men's Arpenaz Brown Shoe
54561,Women,Apparel,Topwear,Tunics,Green,Summer,2012,Casual,Global Desi Women Printed Green Tunic
5282,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Classic Polo Men's White With Red Logo Polo T-shirt
48768,Women,Accessories,Jewellery,Jewellery Set,White,Summer,2012,Casual,Miki Pearl Women Ivory Jewellery Set
49488,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual,Vans Men Black Helliotrope Shoes
54595,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012,Ethnic,Sushilas Women Multi Coloured Kurta
43522,Women,Apparel,Bottomwear,Trousers,Navy Blue,Summer,2012,Formal,French Connection Women Navy Trouser
57122,Women,Apparel,Topwear,Tops,White,Summer,2012,Casual,Elle Women White Tops
59884,Women,Apparel,Topwear,Tops,Pink,Fall,2012,Casual,Femella Women Pink Tube Top
43710,Women,Accessories,Jewellery,Bangle,Gold,Summer,2012,Casual,Royal Diadem Set of 2 Golden Bangles
6860,Women,Apparel,Bottomwear,Skirts,Black,Summer,2011,Casual,Forever New Women's Short Black Skirt
56807,Women,Apparel,Topwear,Tunics,Multi,Summer,2012,Casual,Aneri Women Multi Coloured Tunic
48101,Women,Apparel,Topwear,Tops,Grey,Summer,2012,Casual,French Connection Women Grey Top
50338,Women,Apparel,Topwear,Kurtis,Blue,Summer,2012,Ethnic,Aurelia Women Blue Kurti
6894,Women,Apparel,Topwear,Tops,White,Summer,2011,Casual,Forever New Women Floral Multiprint White Top
52837,Women,Accessories,Jewellery,Earrings,Black,Summer,2012,Casual,Adrika Black Earrings
50171,Women,Footwear,Shoes,Heels,Brown,Winter,2012,Casual,Rocia Women Brown Wedges
36363,Men,Accessories,Ties,Ties,Blue,Summer,2012,Formal,Reid & Taylor Men Blue Tie
56888,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,HM Women Black Flats
39119,Women,Apparel,Bottomwear,Leggings,Blue,Fall,2012,Casual,Aneri Women Blue Leggings
58912,Men,Accessories,Ties,Ties,Maroon,Summer,2012,Casual,Hakashi Men Maroon Silk Tie
57166,Women,Apparel,Topwear,Tops,Lavender,Summer,2012,Casual,Elle Women Lavender Top
43754,Women,Accessories,Jewellery,Bangle,White,Summer,2012,Ethnic,Royal Diadem Set of 2 White & Maroon Bangles
42686,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Alma Women White Printed Kurta
52070,Men,Apparel,Topwear,Tshirts,Green,Summer,2012,Casual,Myntra Men Green T-shirt
54989,Women,Apparel,Topwear,Shirts,Pink,Fall,2012,Casual,Femella Women Pink Shirt
57192,Women,Apparel,Topwear,Tunics,Blue,Summer,2012,Casual,Elle Women Pale Blue Tunic
42672,Women,Apparel,Topwear,Kurtas,Red,Summer,2012,Ethnic,Alma Women Red Printed Kurta
49635,Women,Apparel,Bottomwear,Skirts,Pink,Summer,2010,Casual,Mineral Women Pink Skirt
48383,Men,Apparel,Bottomwear,Jeans,Black,Summer,2012,Casual,French Connection Men Black Jeans
41800,Women,Apparel,Topwear,Tops,Beige,Summer,2012,Casual,Remanika Women Beige Top
57965,Women,Apparel,Saree,Sarees,Multi,Fall,2012,Ethnic,Prafful Multi Coloured Sari
5669,Men,Apparel,Topwear,Tshirts,Brown,Summer,2011,Casual,Tantra Men's Page Choco T-shirt
39126,Women,Apparel,Bottomwear,Leggings,Yellow,Fall,2012,Casual,Aneri Women Yellow Leggings
57159,Women,Apparel,Topwear,Tshirts,Peach,Summer,2012,Casual,Elle Women Coral Essentials T-shirt
57991,Women,Apparel,Dress,Dresses,Blue,Fall,2012,Casual,Latin Quarters Women Blue Dress
59661,Women,Apparel,Saree,Sarees,Blue,Fall,2012,Ethnic,FNF Purple Printed Evening Wear Sari
48521,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual,French Connection Women Black  Printed Top
44582,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2017,Casual,Lee Men Bern Navy Blue Jeans
57195,Women,Apparel,Topwear,Tunics,Olive,Summer,2012,Casual,Elle Women Olive Green Tunic
48519,Women,Apparel,Topwear,Tops,Blue,Summer,2012,Casual,French Connection Women Blue Top
51606,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2012,Casual,Kraus Jeans Women Blue Jeans
34291,Women,Apparel,Topwear,Dupatta,Green,Summer,2012,Ethnic,Fabindia Women Green Chanderi Dupatta
43939,Women,Footwear,Shoes,Heels,Silver,Winter,2012,Casual,Catwalk Women Silver Heels
52077,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Myntra Men Blue & Green T-shirt
58129,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012,Casual,Rreverie Silver & Green Earrings
57161,Women,Apparel,Topwear,Tops,Pink,Summer,2012,Casual,Elle Women Pink Essentials Top
43753,Women,Accessories,Jewellery,Bangle,Gold,Summer,2012,Casual,Royal Diadem Set of 2 Golden Bangles
50176,Women,Footwear,Shoes,Flats,Brown,Winter,2016,Casual,Rocia Women Brown Flats
36364,Men,Accessories,Ties,Ties,Blue,Summer,2012,Formal,Reid & Taylor Men Blue Tie
59666,Women,Apparel,Saree,Sarees,Multi,Fall,2012,Ethnic,FNF Multicoloured Evening Wear Sari
43798,Women,Accessories,Jewellery,Earrings,Gold,Fall,2012,Ethnic,Royal Diadem Black Earrings
48370,Men,Apparel,Topwear,Shirts,Brown,Summer,2012,Casual,French Connection Men Brown & Beige Shirt
56844,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,John Players Men Blue Jeans
57996,Women,Apparel,Dress,Dresses,Black,Fall,2012,Casual,Latin Quarters Women Black Dress
49064,Women,Accessories,Bags,Handbags,Red,Summer,2012,Casual,Lino Perros Women Red Handbag
48384,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,French Connection Men Blue Jeans
57962,Women,Apparel,Saree,Sarees,Multi,Fall,2012,Ethnic,Prafful Women Multi Coloured Sari
39121,Women,Apparel,Bottomwear,Leggings,Pink,Fall,2012,Casual,Aneri Women Pink Leggings
54342,Women,Apparel,Bottomwear,Leggings,Blue,Summer,2012,Casual,BIBA OUTLET Women Blue Premium Cotton Leggings
43791,Women,Accessories,Jewellery,Earrings,Gold,Summer,2012,Ethnic,Royal Diadem Gold & Brown Earrings
5693,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2015,Casual,Skechers Men's Genesis Everstone Black Shoe
43765,Women,Accessories,Jewellery,Earrings,White,Summer,2012,Casual,Royal Diadem White Earrings
57157,Women,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Elle Women White T-shirt
39128,Women,Apparel,Bottomwear,Leggings,Red,Fall,2012,Casual,Aneri Women Red Leggings
56872,Women,Footwear,Shoes,Heels,Red,Winter,2012,Casual,HM Women Red Sandals
34298,Women,Apparel,Topwear,Dupatta,Khaki,Summer,2012,Ethnic,Fabindia Women Khaki Tussar Dupatta
9637,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual,Indigo Nation Men Hot Stepper Black Shirts
48510,Women,Apparel,Topwear,Tops,Beige,Summer,2012,Casual,French Connection Women Beige & Blue Striped Top
52842,Women,Accessories,Jewellery,Earrings,Green,Summer,2012,Casual,Adrika Green Earrings
8711,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual,Fastrack Unisex Brown Sunglasses
54987,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual,Femella Women Black Top
56886,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,HM Women Black Heels
57168,Women,Apparel,Topwear,Tshirts,Teal,Summer,2012,Casual,Elle Women Teal T-shirt
39117,Women,Apparel,Bottomwear,Leggings,Green,Fall,2012,Casual,Aneri Women Green Leggings
43306,Women,Apparel,Topwear,Shirts,Black,Summer,2012,Casual,United Colors of Benetton Women Black Shirt
57150,Women,Apparel,Topwear,Tops,White,Summer,2012,Casual,Elle Women White Top
56244,Men,Apparel,Loungewear and Nightwear,Night suits,Navy Blue,Summer,2016,Casual,SDL by Sweet Dreams Men Navy Blue Pyjama Set
42644,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,Alma Women Green Kurta
43796,Women,Accessories,Jewellery,Earrings,Black,Summer,2012,Casual,Royal Diadem Black Earrings
5694,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2015,Casual,Skechers Men's Genesis Everstone Brown Shoe
57998,Women,Apparel,Dress,Dresses,Blue,Fall,2012,Casual,Latin Quarters Women Blue Dress
59668,Women,Apparel,Saree,Sarees,Multi,Fall,2012,Ethnic,FNF Green Printed Evening Wear Sari
56881,Women,Footwear,Shoes,Heels,Gold,Winter,2012,Casual,HM Women Golden Heels
8140,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Women Freestyle Sports Black Watch
55638,Women,Footwear,Shoes,Heels,Metallic,Winter,2015,Casual,Catwalk Women Metallic Heels
50178,Women,Footwear,Shoes,Heels,Red,Winter,2012,Casual,Rocia Women Red Wedges
54980,Women,Apparel,Dress,Dresses,Grey,Summer,2012,Casual,Femella Women Grey & Coral Dress
46479,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual,Timex Women Black Watch
49603,Women,Footwear,Shoes,Heels,Pink,Winter,2015,Casual,Catwalk Women Pink & Brown Flats
48517,Women,Apparel,Topwear,Tops,Brown,Summer,2012,Casual,French Connection Women Brown & Blue Striped Top
51608,Women,Apparel,Bottomwear,Trousers,Coffee Brown,Fall,2012,Casual,Kraus Jeans Women Brown Trousers
56875,Women,Footwear,Shoes,Heels,Black,Winter,2012,Casual,HM Women Black Heels
5499,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Mr.Men Men's Mr. Happy Black T-shirt
57309,Women,Footwear,Shoes,Heels,Brown,Winter,2012,Casual,Rocia Women Brown Flats
39144,Women,Apparel,Apparel Set,Kurta Sets,Purple,Summer,2012,Ethnic,Aneri Women Purple & Blue Salwar Suit
58173,Women,Accessories,Bags,Handbags,Brown,Fall,2012,Casual,Rocky S Women Brown Handbag
49657,Women,Apparel,Topwear,Tops,Brown,Summer,2012,Casual,Mineral Women Brown Top
58517,Women,Apparel,Topwear,Tops,Pink,Summer,2012,Casual,Tonga Women Pink Top
48771,Women,Accessories,Jewellery,Jewellery Set,White,Summer,2012,Casual,Miki Pearl Women Ivory Jewellery Set
49491,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2012,Casual,Vans Men Blue & Black Era Shoes
59267,Women,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Titan Women Silver Watch
54578,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Sushilas Women Printed Black Kurta
58187,Women,Accessories,Bags,Handbags,Peach,Summer,2012,Casual,Rocky S Women Peach Handbag
48588,Women,Accessories,Jewellery,Bracelet,Silver,Summer,2012,Casual,Lucera Women Silver Bracelet
4382,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,Batman Men's Drip Henley Grey Heather T-shirt
57104,Women,Apparel,Topwear,Tops,Red,Summer,2012,Casual,Elle Women Red Top
55653,Women,Footwear,Shoes,Heels,Green,Winter,2015,Casual,Catwalk Women Green Flats
53796,Men,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual,Puma Men Red T-shirt
4712,Unisex,Accessories,Watches,Watches,Black,Winter,2016,Sports,ADIDAS Unisex Cambridge Analogue Black Dial Watch
6879,Women,Apparel,Topwear,Tops,Peach,Summer,2011,Casual,Forever New Women Peach Floral Lace Neckline Peach Top
54547,Women,Apparel,Topwear,Tunics,Pink,Summer,2012,Casual,Global Desi Women Pink Tunic
59258,Women,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Titan Women Silver Dial Watch
54123,Women,Footwear,Shoes,Heels,Brown,Winter,2012,Casual,Rocia Women Brown Flats
56674,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,Maxima Men White Dial Chronograph Watch
4376,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Mickey Men's Textured Silhoutte Heritage Blue T-shirt
53134,Women,Footwear,Shoes,Flats,Brown,Winter,2015,Casual,Catwalk Women Brown & Olive Green Flats
58180,Women,Accessories,Bags,Handbags,Red,Summer,2012,Casual,Rocky S Women Red Handbag
59052,Women,Footwear,Shoes,Flats,Brown,Winter,2012,Casual,Carlton London Women Chocolate Brown and Gold Toned Flats
9207,Women,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Puma Women Nouli Lo Ripstop Black Casual Shoes
49496,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012,Casual,Vans Men Grey Shoes
48776,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013,Casual,Lucera Women Silver Pendant
48782,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013,Casual,Lucera Women Silver Pendant
49650,Women,Apparel,Topwear,Tops,Yellow,Summer,2012,Casual,Mineral Women Yellow Top
58510,Women,Apparel,Dress,Dresses,White,Fall,2012,Casual,Tonga White & Black Animal Print Dress
39143,Women,Apparel,Apparel Set,Kurta Sets,Blue,Summer,2012,Ethnic,Aneri Women Blue & Maroon Printed Salwar Suit
58174,Women,Accessories,Bags,Handbags,White,Fall,2012,Casual,Rocky S Women White Handbag
4371,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual,Mickey Men's Pluto Order Comic Charcoal T-shirt
53133,Women,Footwear,Shoes,Heels,Gold,Winter,2015,Casual,Catwalk Women Gold Toned Flats
48749,Women,Accessories,Jewellery,Bangle,Silver,Summer,2015,Casual,Lucera Women Silver Bangle
56673,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,Maxima Men White Dial Watch
57103,Women,Apparel,Topwear,Tops,Blue,Summer,2012,Casual,Elle Women Blue Top
43731,Women,Accessories,Jewellery,Bracelet,Gold,Summer,2012,Ethnic,Royal Diadem Bracelet
5257,Unisex,Accessories,Bags,Backpacks,Purple,Summer,2011,Casual,Quechua Unisex Purple Flame Backpack
56687,Men,Apparel,Topwear,Kurtas,Beige,Summer,2012,Ethnic,Fabindia Men Beige Kurta
4378,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual,Mickey Men's Joy Polo Heritage Grey T-shirt
6877,Women,Apparel,Topwear,Jackets,Pink,Summer,2011,Casual,Forever New Women Soft Magnolia Pink Jacket
54549,Women,Apparel,Topwear,Tunics,Multi,Summer,2012,Casual,Global Desi Women Multi Coloured Tunic
59256,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Titan Men Black Watch
6883,Women,Apparel,Topwear,Tops,Purple,Summer,2011,Casual,Forever New Women Floral Trendy Purple Top
53798,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Puma Men Black T-shirt
39723,Women,Apparel,Dress,Dresses,Green,Summer,2012,Casual,Arrow Woman Aqua Green Dress
52820,Women,Accessories,Jewellery,Earrings,Maroon,Fall,2012,Casual,Adrika Maroon Earrings
59269,Women,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Titan Women Mother Of Pearl Watch
34493,Women,Apparel,Bottomwear,Skirts,Grey,Summer,2012,Formal,Van Heusen Woman Grey Skirt
54576,Women,Apparel,Topwear,Kurtas,Mustard,Summer,2012,Ethnic,Sushilas Women Mustard Kurta
58189,Women,Accessories,Bags,Handbags,Grey,Summer,2012,Casual,Rocky S Women Grey Handbag
53105,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016,Casual,Fabindia Silver Earrings
4949,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2011,Casual,Gini and Jony Boy's Kimon Blue Bermuda Kidswear
54112,Women,Footwear,Shoes,Flats,Black,Winter,2012,Casual,Rocia Women Black Flats
58519,Women,Apparel,Topwear,Tops,White,Summer,2012,Casual,Tonga Women Grey Top
52023,Men,Apparel,Topwear,Jackets,Black,Summer,2012,Travel,Just Natural Unisex Black Photographers Jacket
57307,Women,Footwear,Shoes,Heels,Beige,Winter,2012,Casual,Rocia Women Beige Flats
52675,Men,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Morellato Men Silver Dial Watch
54582,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic,Sushilas Women Printed Blue Kurta
43707,Women,Accessories,Jewellery,Jewellery Set,Gold,Summer,2012,Ethnic,Royal Diadem Golden Jewellery Set
59893,Women,Apparel,Topwear,Shirts,Blue,Fall,2012,Casual,Femella Women Blue Shirt
